,children,days_employed,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,total_income_category,purpose_category
17161,1,1460.7978591615572,26,1,0,f,сотрудник,0,157013,строительство недвижимости,C,операции с недвижимостью
17162,0,625.808645116809,38,1,0,f,сотрудник,1,87537,сделка с автомобилем,C,операции с автомобилем
17163,0,1203.369528770489,21,1,4,f,компаньон,1,145017,на покупку подержанного автомобиля,C,операции с автомобилем
17164,0,370868.6125082232,61,1,0,f,пенсионер,0,57062,приобретение автомобиля,C,операции с автомобилем
17165,0,382967.9318541479,65,1,0,f,пенсионер,0,79077,получение дополнительного образования,C,операции с недвижимостью
17166,1,1353.529853604079,29,1,0,m,сотрудник,0,229431,покупка жилья,B,операции с недвижимостью
17167,1,368.1151552963297,38,1,4,m,сотрудник,1,186546,операции с недвижимостью,C,операции с недвижимостью
17168,2,316.2679235308889,28,1,0,f,сотрудник,0,72255,операции с жильем,C,операции с недвижимостью
17169,0,363889.1039733017,63,1,0,m,пенсионер,0,70599,заняться образованием,C,операции с недвижимостью
17170,0,518.9714988323774,23,1,1,m,сотрудник,0,98963,свадьба,C,операции с недвижимостью
17171,0,1748.5411138691609,43,1,1,m,сотрудник,0,324973,на покупку автомобиля,B,операции с автомобилем
17172,0,1883.1797116483908,38,1,1,m,сотрудник,1,190290,заняться образованием,C,операции с недвижимостью
17173,0,171.1503961154271,24,1,1,f,сотрудник,0,99921,свадьба,C,операции с недвижимостью
17174,0,1738.2945613120496,31,1,1,m,сотрудник,0,132775,на проведение свадьбы,C,операции с недвижимостью
17175,1,5767.578543343368,36,0,3,f,госслужащий,0,196416,строительство собственной недвижимости,C,операции с недвижимостью
17176,1,5169.281436770512,37,1,0,m,сотрудник,1,150195,сделка с подержанным автомобилем,C,операции с автомобилем
17177,0,5110.659347678166,49,0,0,f,компаньон,1,866784,операции с жильем,B,операции с недвижимостью
17178,0,5734.127087457647,42,0,1,m,компаньон,0,1711309,сыграть свадьбу,A,операции с недвижимостью
17179,0,389210.52431705344,65,1,2,f,пенсионер,0,142315,сделка с подержанным автомобилем,C,операции с автомобилем
17180,0,5240.661098259468,39,1,1,f,сотрудник,0,108881,на проведение свадьбы,C,операции с недвижимостью
17181,0,390285.4359445093,68,0,0,f,пенсионер,0,160054,приобретение автомобиля,C,операции с автомобилем
17182,0,833.3095432155272,23,0,0,m,сотрудник,0,124029,приобретение автомобиля,C,операции с автомобилем
17183,0,355944.628585035,69,1,0,f,пенсионер,0,89754,строительство жилой недвижимости,C,операции с недвижимостью
17184,0,1203.369528770489,32,1,0,m,сотрудник,0,145017,на покупку автомобиля,C,операции с автомобилем
17185,0,1510.7381449400864,32,1,1,f,сотрудник,0,197427,свадьба,C,операции с недвижимостью
17186,0,386916.8515154084,54,1,1,f,пенсионер,0,69342,покупка жилой недвижимости,C,операции с недвижимостью
17187,0,2644.08737846224,39,1,1,f,госслужащий,1,112207,свадьба,C,операции с недвижимостью
17188,0,368592.4559217662,60,1,4,f,пенсионер,0,58811,строительство жилой недвижимости,C,операции с недвижимостью
17189,0,3384.5269170550714,39,1,1,f,сотрудник,1,138947,свадьба,C,операции с недвижимостью
